,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
570,59090,46,0,4942295,40765,1,9,0,2
571,173140,22,45,5095789,60983,0,7,1,2
572,1454876,31,42,5061944,66392,0,1,0,2
573,1406492,37,20,4939089,27633,0,2,1,2
574,1050345,14,5,4910974,87751,0,9,0,2
575,1460907,2,20,4972649,32434,2,8,1,1
576,284998,15,27,4999737,6111,2,1,0,2
577,403899,17,37,5004868,46155,0,6,1,2
578,142572,39,46,4862232,49963,0,0,0,2
579,1158442,27,0,4995416,86468,2,7,1,0
580,1004848,36,20,5091385,10469,0,3,0,2
581,1048102,25,15,5008156,70333,0,3,1,2
582,217420,30,36,5105495,36721,2,8,0,2
583,74256,17,15,4949231,66406,0,8,1,2
584,1084363,3,0,4965272,51184,2,7,0,1
585,876613,26,30,4960604,64556,0,0,1,2
586,335002,41,33,5029007,48438,0,0,0,2
587,706032,2,9,5018726,12429,0,3,1,1
588,628254,28,10,5076293,63195,0,1,0,2
589,779777,2,33,4988371,69677,2,9,1,0
590,595448,27,41,5034088,79102,1,1,0,1
591,955728,33,7,5002710,19054,1,5,1,2
592,1214577,3,15,5008338,74120,1,8,0,1
593,931256,2,38,4972060,83750,0,5,1,2
594,1425259,41,1,4984362,87157,2,3,0,0
595,1030782,32,41,5035637,37710,2,5,1,1
596,426166,18,3,5008252,16780,0,6,0,2
597,865059,29,16,5001182,84952,1,7,1,1
598,242758,30,26,4931562,10308,1,6,0,2
599,348491,29,45,5026517,267,0,6,1,2
600,412479,23,21,5204873,64324,1,1,0,1
601,1273746,43,16,4949063,43288,0,6,1,2
602,1445353,1,18,5053530,74212,1,9,0,1
603,1046886,3,42,5051765,27022,0,6,1,2
604,1355721,12,3,4992296,68143,0,4,0,2
605,831189,30,31,4986595,4391,2,2,1,2
606,1152290,32,44,4930287,7205,1,3,0,2
607,759592,29,20,5013781,34380,2,2,1,1
608,1284984,45,13,5044687,79213,1,8,0,2
609,971004,4,10,5090358,16783,2,2,1,1
610,1002197,40,4,4883936,1426,0,4,0,2
611,1299946,30,18,4985633,22865,2,6,1,2
612,347565,48,43,4982584,15089,0,9,0,2
613,862044,11,11,4945873,7973,1,2,1,1
614,1200410,9,21,4947339,2293,2,8,0,2
615,580764,8,37,4995018,25252,0,4,1,2
616,811590,36,38,5009156,61883,0,5,0,2
617,1279710,4,27,5011710,64260,1,0,1,0
618,73297,9,14,5029699,22393,1,3,0,2
619,1205876,26,8,4981634,78191,1,3,1,1
620,43575,27,9,4996118,2347,0,1,0,2
621,1322308,20,34,5042047,35408,0,5,1,2
622,760689,35,9,5015067,54701,0,6,0,2
623,1388976,30,31,4989179,1957,1,7,1,2
624,512732,11,31,4984478,25390,2,4,0,1
625,624502,35,27,5006141,50752,1,9,1,2
626,1149978,44,18,5056518,53515,2,4,0,1
627,1077955,29,25,5015406,11083,1,1,1,2
628,509542,13,14,5027378,73122,2,4,0,0
629,883351,16,41,5019576,82770,0,9,1,2
630,279553,44,47,4933249,14777,0,7,0,2
631,1491540,11,5,5038019,23899,0,0,1,1
632,263923,15,19,5023830,84840,1,3,0,1
633,155805,24,2,4998360,85572,0,5,1,2
634,767758,33,3,4956244,73731,1,0,0,1
635,301132,30,31,4952461,47451,2,1,1,1
636,1414938,8,39,5030551,2312,2,5,0,2
637,852076,28,9,5006741,16909,0,8,1,2
638,940444,34,37,5056228,52869,0,2,0,2
639,4667,8,7,4993527,7279,0,7,1,2
640,544673,38,44,5043197,85120,2,8,0,1
641,236881,35,37,5107952,26423,1,1,1,2
642,899844,18,16,5097101,57117,1,0,0,1
643,1151163,37,25,5041520,51493,1,2,1,1
644,106057,24,38,4891224,89484,2,0,0,0
645,1096803,42,47,4918722,23949,2,3,1,2
646,1240643,14,46,4961090,12142,2,6,0,2
647,954093,31,12,5027246,63198,2,4,1,1
648,585768,20,18,5054212,20110,0,9,0,2
649,855816,10,32,5066149,89767,2,5,1,0
650,232393,6,23,5013775,59987,1,0,0,1
651,494249,21,26,4977567,64240,1,8,1,2
652,1107608,18,1,4985390,66340,1,3,0,1
653,543436,42,30,4977873,36237,0,5,1,2
654,728255,13,12,4994300,24994,2,9,0,2
655,414866,12,37,4970459,21422,0,0,1,1
656,343233,36,32,4939162,62637,0,1,0,2
657,966555,0,19,4906956,75633,0,9,1,2
658,85170,32,12,5036379,4303,0,6,0,2
659,592166,16,22,5040042,84365,2,9,1,0
660,302785,14,31,4994440,10646,2,6,0,2
661,32667,18,43,4976760,67545,2,0,1,0
662,285535,12,8,5056747,40967,2,1,0,1
663,481589,38,20,4987910,41811,0,0,1,2
664,530696,24,14,5035043,30414,2,1,0,1
665,95749,35,17,4877540,63841,2,0,1,0
666,43870,10,18,5001100,37104,0,6,0,2
667,710173,11,25,4991614,6990,1,5,1,2
668,1069937,33,44,4960712,21750,1,3,0,2
669,49739,48,45,5011869,47845,0,2,1,2
670,650796,29,45,5020264,62399,0,5,0,2
671,1447088,38,47,5030764,22770,0,4,1,2
672,368271,13,33,5003314,72365,0,2,0,2
673,744780,33,22,5063838,57643,0,2,1,2
674,857428,37,21,5011372,53335,1,7,0,2
675,1024621,11,8,4880423,77114,0,3,1,1
676,66341,12,47,4906253,68955,2,1,0,0
677,1161758,44,25,5084717,33212,2,9,1,2
678,538819,1,25,4982564,21024,1,1,0,1
679,209375,35,36,5087916,53624,2,4,1,1
680,182348,47,20,4994319,24750,2,8,0,2
681,772641,23,14,4930263,14857,0,1,1,2
682,564027,13,16,5064458,15656,2,3,0,2
683,417711,11,11,5039375,12510,0,6,1,2
684,658306,40,15,4984477,21274,0,8,0,2
685,389946,28,26,5021164,4915,2,9,1,2
686,424206,7,8,4994254,52212,1,0,0,1
687,705141,1,34,4971175,44190,2,6,1,1
688,1471944,28,1,5056864,3393,1,0,0,2
689,29120,39,18,5043575,12290,2,2,1,2
690,113780,31,38,5017688,2832,0,8,0,2
691,745066,28,2,5036936,73371,0,2,1,2
692,652565,24,42,4968497,14203,1,7,0,2
693,294915,16,17,5013506,12169,1,8,1,2
694,781394,38,4,5035825,8039,0,0,0,2
695,1025070,37,36,5055617,84943,2,4,1,0
696,443549,9,26,4983601,82537,2,5,0,0
697,160970,32,1,5016552,60063,1,1,1,1
698,975053,48,20,4937739,81988,1,5,0,2
699,325850,41,24,5007701,14524,1,8,1,2
700,1351584,33,13,4986261,50013,0,6,0,2
701,436795,30,19,5071131,31027,1,7,1,2
702,823982,2,9,4928973,50172,1,7,0,2
703,754438,25,39,4991299,78484,0,1,1,2
704,1279407,49,17,5036899,29435,0,1,0,2
705,1279997,25,41,5062327,53196,0,8,1,2
706,1271766,45,22,4966905,73326,1,7,0,2
707,795596,20,19,5016070,2667,1,7,1,2
708,1377111,26,36,5032066,30976,0,5,0,2
709,964968,27,8,4999747,80491,1,5,1,1
710,730171,30,34,4995378,23836,2,3,0,2
711,43015,6,20,5002234,71544,0,8,1,2
712,299907,23,31,5010742,30275,2,7,0,2
713,1334154,20,40,4950571,81393,0,8,1,2
714,780947,22,6,4974176,47770,2,9,0,2
715,345580,16,26,4968284,37176,2,4,1,1
716,272185,43,25,4913132,75283,0,2,0,2
717,509063,4,27,4980599,1287,2,3,1,1
718,1296862,23,39,5006480,28394,1,4,0,2
719,549191,38,6,4895400,27276,1,0,1,2
720,778102,43,10,5043211,4446,1,9,0,2
721,1406406,5,4,4927474,32068,1,5,1,1
722,937151,0,43,4941645,41496,2,4,0,1
723,1440372,45,37,5028291,57710,2,0,1,0
724,1244944,46,35,4921174,82036,1,3,0,2
725,1468054,15,16,5003025,75381,2,6,1,0
726,228542,17,17,4941236,89721,1,0,0,1
727,987824,40,47,4943420,47290,1,8,1,2
728,644933,29,45,4995573,82163,2,3,0,0
729,1290272,30,7,5036505,77937,1,2,1,1
730,672275,29,43,5035720,84609,1,5,0,2
731,262896,1,6,5087096,72093,0,0,1,1
732,972526,27,2,4983288,71044,0,5,0,2
733,1351399,37,17,5021031,49038,2,0,1,1
734,175134,19,2,5010971,51443,1,0,0,1
735,1400028,0,14,5117022,24337,1,4,1,1
736,734824,49,30,5010353,2021,2,9,0,2
737,1444581,32,21,4977756,41421,2,2,1,1
738,301081,4,49,5020917,63022,0,8,0,2
739,506539,17,22,5002304,2991,0,4,1,2
740,279198,39,40,4936058,54122,2,5,0,2
741,245909,27,7,5013838,87387,2,0,1,0
742,374407,8,1,5014447,55492,2,3,0,1
743,541749,19,0,4986981,53506,2,4,1,1
744,649229,28,18,4924462,5318,2,3,0,2
745,1124440,30,1,4965164,7636,1,1,1,2
746,1004534,19,33,5007405,38004,1,4,0,2
747,988132,48,21,4960730,12796,0,5,1,2
748,306142,21,28,5042330,67928,1,9,0,2
749,660912,3,36,4970903,38679,2,5,1,1
750,1331761,11,45,5019120,69566,2,2,0,0
751,723648,5,1,5013205,88286,2,7,1,0
752,1039238,41,10,4924866,44537,0,2,0,2
753,970631,11,30,4947693,66318,2,3,1,0
754,698214,48,2,4939446,45768,1,8,0,2
755,471773,0,43,4948373,38533,1,0,1,1
756,689815,21,19,5083926,40422,0,2,0,2
757,298831,4,28,5041453,62254,1,3,1,1
758,668742,43,17,5035170,31376,2,8,0,2
759,1331737,20,36,4958540,87747,2,9,1,0
760,934799,28,22,4994828,85870,0,2,0,2
761,172051,26,17,4989959,44503,0,0,1,2
762,222798,40,6,4925395,32516,0,9,0,2
763,1059951,28,44,5051623,85304,2,6,1,0
764,420184,2,16,4858867,37579,1,9,0,2
765,1301815,47,47,4944843,27415,1,8,1,2
766,260083,17,48,5066499,34766,2,6,0,2
767,1241375,9,12,4979694,63021,1,0,1,0
768,1145903,43,46,5038558,28777,0,0,0,2
769,1147764,8,47,4953773,34114,0,1,1,1
770,139295,32,30,5020813,2983,2,2,0,2
771,755512,23,49,4928870,44694,2,6,1,1
772,1163791,21,42,5022705,70638,1,5,0,1
773,1262178,4,19,4978485,5070,1,7,1,2
774,959587,35,36,5033271,73123,2,4,0,1
775,308504,30,9,5017652,35551,1,9,1,2
776,1144784,35,7,5036983,3057,0,8,0,2
777,209089,44,47,5062345,23320,0,0,1,2
778,128379,10,20,4895007,20136,2,2,0,1
779,803554,32,5,5031915,31695,2,3,1,1
780,437980,44,17,5002460,76157,2,1,0,1
781,1216040,11,25,4933800,41219,0,8,1,2
782,437982,7,1,5095368,53095,0,7,0,2
783,724722,30,42,4908483,54917,2,2,1,1
784,941018,14,38,5083523,73510,0,4,0,2
785,1332952,1,41,5042784,61042,0,7,1,2
786,691203,14,8,4976768,18874,1,9,0,2
787,1107721,34,17,4931577,15816,1,7,1,2
788,45178,32,43,4984180,18911,0,2,0,2
789,1262021,11,24,5050756,56328,0,7,1,2
790,1345836,37,30,4990501,75381,1,4,0,2
791,1174647,42,46,4888332,44538,0,0,1,2
792,860768,17,23,5051418,72543,1,2,0,1
793,1293657,34,44,5050581,78866,1,0,1,1
794,1484411,11,27,5002638,18667,2,4,0,1
795,728449,23,38,4997696,27209,1,8,1,2
796,412396,10,32,4925749,60036,2,0,0,0
797,771900,0,15,5041643,20407,0,1,1,1
798,401192,46,6,5025208,21604,2,2,0,2
799,225783,9,20,5039210,43895,2,7,1,1
800,675403,31,33,4991637,71233,2,2,0,1
801,153435,15,21,5068410,23774,2,5,1,1
802,388972,14,32,5021577,33504,0,0,0,2
803,1419249,17,30,4954245,16738,1,9,1,2
804,202511,10,34,5052334,63,2,8,0,2
805,854659,20,28,4913979,2470,0,9,1,2
806,878532,2,43,5048004,21804,2,9,0,2
807,1237722,0,7,5000516,28897,2,3,1,1
808,814861,8,45,4953276,86072,1,3,0,1
809,178332,48,30,5012489,37411,0,8,1,2
810,144061,0,36,4913720,5115,1,7,0,2
811,549466,24,6,4968877,21081,1,2,1,2
812,873888,43,15,5012510,27582,0,2,0,2
813,143748,2,29,5047008,63854,0,4,1,2
814,1154798,47,48,5070432,7473,0,1,0,2
815,78485,7,33,4941695,65749,1,4,1,1
816,1160516,14,7,4956861,56936,1,0,0,1
817,952134,30,7,4970990,41619,1,3,1,1
818,1239434,21,9,5099147,40186,2,9,0,2
819,93946,39,41,5044995,72767,0,5,1,2
820,177763,18,6,4990207,42932,0,8,0,2
821,848535,8,40,5157210,46595,0,9,1,2
822,952232,10,27,5050611,82580,1,4,0,1
823,97842,35,40,4956054,199,1,8,1,2
824,274127,2,42,4943674,26759,0,7,0,2
825,1465877,39,32,5056731,8823,0,9,1,2
826,963603,19,11,5022047,16718,1,6,0,2
827,156874,9,16,4986525,55413,0,0,1,1
828,850388,47,21,5028314,33185,1,7,0,2
829,1483112,31,47,5068041,23465,0,1,1,2
830,574093,2,24,4911767,21567,1,3,0,1
831,808539,25,43,4968819,77917,1,8,1,1
832,652290,10,26,4994280,68880,1,4,0,1
833,978314,5,40,5057925,87719,2,2,1,0
834,314802,36,30,4966781,42708,0,0,0,2
835,401891,32,44,4954256,2975,2,2,1,2
836,1332514,11,13,4905737,39423,2,4,0,1
837,1259483,47,5,4981019,38357,0,5,1,2
838,1104262,28,1,4981030,88732,1,6,0,1
839,1176968,9,30,4972687,59205,0,2,1,1
840,613103,15,9,4922609,45181,0,1,0,2
841,915199,14,14,5038212,84311,1,7,1,1
842,1408424,41,0,4939145,27735,1,0,0,2
843,1155362,34,44,5016132,1499,2,5,1,2
844,81240,38,33,5054457,14869,0,0,0,2
845,257351,8,42,4998925,22333,0,3,1,2
846,1073929,6,2,5046664,72026,0,7,0,2
847,1267546,7,8,4991405,82248,1,7,1,1
848,472034,25,7,5046510,29311,2,8,0,2
849,227757,19,35,5017950,37785,2,1,1,1
850,36502,11,0,5022527,35840,2,9,0,2
851,29017,38,7,4991599,85527,2,7,1,1
852,449384,27,46,4998708,19377,1,8,0,2
853,1184624,36,7,5006745,58155,0,4,1,2
854,188256,17,39,4995416,54819,0,1,0,2
855,1391146,27,9,4981161,54037,0,4,1,2
856,1202433,23,10,5032021,7494,0,5,0,2
857,1185680,4,21,5077199,30560,0,2,1,1
858,234655,9,46,5009845,67312,2,5,0,1
859,1151686,24,11,4949941,56609,2,7,1,1
860,1216272,38,19,5033467,9045,0,7,0,2
861,1321255,17,34,5045138,56855,1,0,1,1
862,1158375,45,30,5060607,14516,2,1,0,2
863,800334,12,1,4924425,34749,0,9,1,2
864,987127,19,23,5009047,27608,0,6,0,2
865,1128919,43,41,5052928,75430,1,0,1,1
866,1070431,12,2,5001478,20518,0,0,0,2
867,1166793,8,33,5059912,12682,2,9,1,2
868,1309541,20,16,5028775,10635,2,8,0,2
869,202196,22,49,4986528,22752,1,8,1,2
870,1166174,23,37,4983758,44336,1,1,0,1
871,298624,12,25,5012489,83066,2,9,1,0
872,125008,26,29,4931339,35765,2,2,0,1
873,1332841,7,27,5010547,60769,0,1,1,1
874,319986,45,32,5002947,17013,1,3,0,2
875,1428752,15,33,4995940,7330,1,2,1,1
876,1097870,20,49,5023686,83887,1,0,0,1
877,1138288,33,15,4977782,59779,2,6,1,1
878,992181,38,41,5021282,8440,2,2,0,2
879,594927,14,29,5017379,22226,2,3,1,1
880,585905,13,17,5020514,79778,1,7,0,1
881,74713,4,12,4988272,29183,1,3,1,1
882,28864,35,14,4951883,44600,2,2,0,1
883,1060217,29,36,5012460,56135,1,1,1,1
884,1408157,40,49,4995379,18073,1,9,0,2
885,1473454,26,33,4992225,51154,1,1,1,1
886,1061637,3,44,4982006,64302,2,0,0,0
887,445578,47,40,5026988,65658,2,4,1,1
888,127350,27,24,5026476,64290,2,8,0,1
889,134644,27,24,4998097,45622,1,2,1,1
890,30734,17,33,5040578,21133,2,9,0,2
891,938670,38,38,4967330,33245,2,4,1,1
892,773283,48,29,5026393,57568,1,5,0,2
893,307081,8,44,5064060,25572,0,4,1,2
894,1103902,5,34,5043719,58716,0,7,0,2
895,509008,15,26,5009156,7121,0,3,1,2
896,1452099,2,21,5008533,58108,2,5,0,0
897,27972,27,22,5015667,24577,0,2,1,2
898,825791,35,44,4957872,36689,2,4,0,2
899,652452,13,12,4969726,5489,1,3,1,2
900,197362,14,7,5019146,42048,0,4,0,2
901,924737,5,40,4993348,62466,2,0,1,0
902,79745,37,4,5045755,75593,2,0,0,1
903,835453,16,16,5024572,2596,0,9,1,2
904,1224581,35,17,5025740,79475,0,8,0,2
905,682032,36,15,4967722,73829,1,8,1,2
906,575318,48,42,4986437,67307,0,0,0,2
907,516861,5,28,5014370,43432,2,0,1,0
908,1259091,28,11,5072432,13503,0,4,0,2
909,1319979,38,29,4971635,28304,2,4,1,1
910,966222,44,15,4993426,13132,0,6,0,2
911,535296,35,4,5017422,85931,2,7,1,1
912,1264148,21,9,5095663,19755,2,0,0,1
913,1181482,43,28,5010294,63919,0,3,1,2
914,1119303,8,30,4970566,59168,1,5,0,1
915,1296999,30,10,5048245,72209,1,2,1,1
916,278620,4,19,5015432,85147,2,9,0,1
917,145879,12,27,4925528,14192,2,2,1,1
918,158408,40,20,5006054,26682,2,4,0,2
919,778234,12,9,4952406,60390,1,0,1,1
920,464701,5,22,5041054,48175,0,6,0,2
921,959128,17,10,5015310,59948,0,1,1,1
922,612198,10,6,4948538,34070,0,1,0,2
923,655207,31,5,4940093,57528,2,3,1,1
924,1226988,10,8,5001410,23993,1,6,0,2
925,753906,4,47,4963318,43263,2,8,1,1
926,1118615,14,27,4974748,72644,0,4,0,2
927,450248,41,20,4983701,21815,2,9,1,2
928,683694,7,2,4979421,28053,0,9,0,2
929,1059137,30,9,5009954,35637,2,8,1,2
930,138758,5,22,5016306,57878,0,6,0,2
931,1385288,9,4,5116999,37351,2,5,1,1
932,296187,18,20,4977075,8929,0,1,0,2
933,138049,20,8,4942668,10127,2,7,1,2
934,753857,18,26,5007099,21000,2,4,0,2
935,650842,32,20,4968020,73281,1,9,1,2
936,731711,48,47,4948324,21534,2,7,0,2
937,1180908,36,38,5057481,34043,1,0,1,1
938,844819,26,1,5044110,2033,2,4,0,2
939,388481,38,7,4997946,33870,0,1,1,2
940,196080,48,44,5004797,73905,0,9,0,2
941,795202,31,12,5031662,81607,0,4,1,2
942,153851,9,8,5003329,13565,2,8,0,2
943,124623,25,8,4945100,65892,1,8,1,2
944,123005,16,0,5011674,75315,0,4,0,2
945,1107067,31,15,5005452,776,1,3,1,2
946,152485,7,40,5029128,53806,1,4,0,1
947,582384,34,38,4982679,21529,1,2,1,2
948,1037955,27,3,5116728,35544,1,4,0,2
949,1231861,22,44,4988270,35682,1,6,1,2
950,1032378,43,11,5079184,34196,1,9,0,2
951,1034305,33,46,4921196,25863,1,1,1,1
952,1162537,3,22,5072410,40152,0,6,0,2
953,1212650,28,24,4999587,76365,0,8,1,2
954,1207936,13,4,4972612,88129,1,8,0,1
955,681445,31,32,4986166,12551,1,3,1,2
956,43532,3,14,4984935,49285,1,4,0,1
957,488324,4,32,5023576,68370,0,0,1,1
958,1116683,49,16,4941813,5794,0,9,0,2
959,361461,7,20,5033136,53126,0,8,1,2
960,123152,27,18,4975493,61117,2,4,0,1
961,1410754,5,22,4992278,54677,1,8,1,1
962,615887,47,16,5013883,24486,0,6,0,2
963,898020,21,43,4982202,7417,2,5,1,2
964,49755,43,0,5020696,51976,0,3,0,2
965,397348,5,16,4991042,73463,1,6,1,1
966,599943,11,9,4953291,65143,1,4,0,1
967,378296,41,27,5003377,86747,1,9,1,2
968,946553,34,48,5026480,450,2,4,0,2
969,1370812,23,37,5034174,74785,2,2,1,0
970,222927,12,28,4983843,8427,2,6,0,2
971,1357564,49,15,4889594,69939,1,4,1,1
972,1215141,32,43,5017435,21537,2,8,0,2
973,648113,9,4,5051132,47820,2,9,1,1
974,836774,40,12,5022445,47139,1,5,0,2
975,1480376,7,44,4976814,15251,2,7,1,1
976,1362720,48,44,5013977,3676,0,8,0,2
977,1390668,2,10,4996410,68335,0,1,1,1
978,430365,9,43,5046102,16292,1,1,0,2
979,524105,37,18,4943672,24216,2,3,1,2
980,961347,15,42,4966320,6059,0,4,0,2
981,227315,5,14,4946960,29503,1,3,1,1
982,116040,36,30,4975101,71378,2,9,0,2
983,234285,26,12,5032021,34465,1,7,1,2
984,1147618,49,49,4997718,60323,2,1,0,1
985,87738,47,30,5007655,86371,2,2,1,0
986,103051,32,4,5069772,54157,2,9,0,2
987,1342363,2,8,5044406,68271,1,6,1,1
988,535853,39,24,4948368,9350,0,6,0,2
989,360423,4,23,4951099,51367,1,1,1,1
990,902903,34,16,5006659,26036,1,6,0,2
991,201256,26,40,4843346,13772,2,5,1,2
992,162067,5,2,5014146,4073,2,4,0,2
993,626665,42,47,4986044,62996,1,5,1,2
994,152099,49,10,5040527,23943,2,0,0,2
995,849759,37,2,5030191,38403,1,5,1,2
996,1438270,0,1,4974076,79100,1,9,0,1
997,55841,16,8,5053061,53738,2,7,1,1
998,1021825,0,29,4987910,89429,1,2,0,1
999,445373,27,37,4908556,8146,2,3,1,2
1000,808913,34,10,4954379,81891,0,3,0,2
1001,1254187,47,24,5047641,78480,1,3,1,1
1002,651245,6,43,4969837,8023,2,8,0,2
1003,329317,43,22,5038795,31495,0,5,1,2
1004,224836,5,37,5001956,87960,2,5,0,0
1005,759879,8,45,5112764,75866,2,2,1,0
1006,204799,30,18,5009816,85529,2,1,0,0
1007,41318,34,29,4972771,46174,0,7,1,2
1008,117785,29,14,5001677,62259,1,0,0,1
1009,659841,44,23,5045118,84671,1,6,1,2
1010,104351,20,17,5058345,28959,0,6,0,2
1011,1372152,17,6,4962238,30130,1,8,1,2
1012,1363138,40,7,4978339,39683,1,7,0,2
1013,782815,23,43,5043489,36707,1,2,1,1
1014,466109,20,45,5002507,88865,2,2,0,0
1015,378950,35,1,4972272,36040,2,4,1,1
1016,42727,19,41,4980577,53102,0,5,0,2
1017,691945,4,48,5038987,13738,2,1,1,1
1018,1462166,2,3,5037991,39121,0,8,0,2
1019,412182,37,12,4977298,49819,1,9,1,2
1020,1321447,20,33,5056308,28364,0,9,0,2
1021,333745,36,40,5039159,7257,1,0,1,2
1022,1173935,10,47,5011934,81504,2,4,0,0
1023,1453578,12,37,4985778,73232,1,3,1,1
1024,530969,20,37,5029976,52194,2,8,0,1
1025,1050976,45,45,4988380,25248,1,3,1,2
1026,1161829,20,13,4981784,50407,1,0,0,1
1027,66370,32,23,4936597,14674,1,6,1,2
1028,1204682,44,16,5018352,5009,0,7,0,2
1029,622044,3,10,4992037,11616,0,9,1,2
1030,208324,22,41,5084367,21515,1,0,0,2
1031,870617,26,5,4952512,4978,1,7,1,2
1032,52247,16,43,5046883,26034,2,4,0,2
1033,908337,36,40,5001820,66252,1,6,1,2
1034,61830,35,12,4997283,62675,0,8,0,2
1035,968533,23,18,4986450,79612,0,0,1,1
1036,151514,29,47,4904706,29314,2,4,0,2
1037,1263707,38,25,5012516,89367,2,3,1,0
1038,521712,1,7,5046471,79005,2,6,0,0
1039,572689,26,6,4897967,44448,0,8,1,2
1040,1178390,19,2,4936257,31266,0,5,0,2
1041,808070,31,21,4997872,20093,1,7,1,2
1042,1050523,4,24,5083782,78041,1,8,0,1
1043,878943,23,5,5093869,71821,0,9,1,2
1044,1483093,13,2,5034827,37308,2,2,0,1
1045,1384744,33,21,4988201,67848,0,9,1,2
1046,686466,48,49,4931443,60681,1,7,0,2
1047,468174,41,42,5018593,56315,2,7,1,1
1048,528270,44,0,4994132,64208,2,5,0,1
1049,841199,14,37,5012047,7257,2,7,1,2
1050,642187,34,47,5017614,59160,1,9,0,2
1051,935732,35,5,5003083,86942,1,4,1,1
1052,1458555,21,14,4985744,37510,1,1,0,1
1053,493553,30,32,5036174,40437,2,4,1,1
1054,443129,33,2,4926262,41858,2,3,0,1
1055,1485296,36,15,4971263,63024,1,4,1,1
1056,523931,41,40,4995110,15034,1,0,0,2
1057,1167913,27,47,4985938,52845,0,7,1,2
1058,809221,12,40,5055274,59353,1,3,0,1
1059,1105890,13,28,4986005,66024,0,7,1,2
1060,1326873,33,34,4995134,68137,1,9,0,2
1061,207656,48,9,4943039,29345,0,9,1,2
1062,880524,7,23,4947603,14697,2,5,0,2
1063,645785,36,16,4967742,89431,0,0,1,2
1064,604657,13,18,5049274,64552,2,3,0,1
1065,434110,43,33,4891549,68044,0,5,1,2
1066,682364,17,28,4954339,14355,2,6,0,2
1067,924978,14,39,5066149,37395,2,2,1,1
1068,790436,15,42,5071745,8034,2,3,0,2
1069,72293,2,9,4990327,13276,2,6,1,1
1070,157269,12,47,5004546,13631,2,6,0,2
1071,851166,43,2,4988941,46417,0,5,1,2
1072,1023560,26,7,4955687,83972,1,1,0,1
1073,546545,19,43,5014005,4826,2,7,1,2
1074,780661,13,22,4933175,31100,2,8,0,2
1075,1090185,11,20,5054657,59130,1,5,1,1
1076,10651,14,26,5013504,57390,2,4,0,1
1077,952414,27,6,5062864,12341,2,5,1,2
1078,505858,15,38,4930193,14812,1,0,0,2
1079,246878,31,17,4918818,60513,1,4,1,1
1080,559513,10,38,5043109,34347,0,9,0,2
1081,200159,49,48,5037309,85794,2,5,1,1
1082,75425,42,14,4987327,73824,2,7,0,1
1083,907604,47,30,4956239,75788,2,7,1,1
1084,939215,47,32,4935477,7537,2,9,0,2
1085,1305383,34,4,4995085,77467,0,6,1,2
1086,1364672,32,44,4982015,5343,2,5,0,2
1087,1057794,28,36,4993972,82519,0,8,1,2
1088,386490,10,37,4890196,26860,1,7,0,2
1089,1174094,37,17,5066579,75311,1,8,1,2
1090,221268,1,48,4920973,6357,2,0,0,1
1091,813990,21,17,5012083,1838,1,0,1,1
1092,996543,14,17,4995259,80400,0,9,0,2
1093,1020041,46,48,4964227,83630,2,4,1,0
1094,1040255,2,49,4969722,35561,2,6,0,1
1095,1006122,3,46,5074292,7828,1,6,1,2
1096,454055,28,35,5003943,37035,1,8,0,2
1097,325559,29,29,4994584,46155,0,8,1,2
1098,1012856,1,29,5018515,4647,2,8,0,2
1099,403141,11,36,5010854,66779,0,1,1,1
1100,169400,35,34,5013692,27837,2,9,0,2
1101,836953,43,8,5067544,37667,0,0,1,2
1102,548104,6,38,4998722,68959,1,5,0,1
1103,1064389,29,2,5052044,35442,1,3,1,1
1104,277795,48,27,4986580,88724,2,5,0,1
1105,536908,43,36,4983771,48079,0,0,1,2
1106,1458566,29,16,4970382,23991,2,1,0,1
1107,1298970,7,22,4965827,73902,2,1,1,0
1108,1428311,27,43,5137880,63107,1,8,0,2
1109,451333,42,23,4979979,32020,1,3,1,2
1110,1168905,21,47,4998937,60851,0,3,0,2
1111,1334542,39,23,5087222,42078,2,9,1,2
1112,1140605,39,31,5035047,60212,0,4,0,2
1113,1189093,14,36,4952097,63172,0,6,1,2
1114,127024,11,10,4960004,19063,0,6,0,2
1115,1104081,9,31,4974878,39560,0,2,1,1
1116,1078321,8,14,4987102,40367,0,0,0,1
1117,1434602,7,44,5098328,2065,2,9,1,2
1118,1113013,45,19,5089636,9673,0,7,0,2
1119,79557,11,49,4976163,39668,2,8,1,1
1120,983883,18,27,5051505,23199,2,3,0,1
1121,1412869,6,32,4973273,89161,1,5,1,1
1122,81339,9,36,5062514,84271,0,9,0,2
1123,1389763,43,43,5007285,27975,2,1,1,1
1124,1090350,20,35,4967208,67885,2,7,0,1
1125,22036,23,20,4921412,26258,0,4,1,2
1126,1249990,33,33,4988594,89041,1,8,0,2
1127,1160373,6,1,5001862,451,0,7,1,2
1128,412817,31,44,5064067,7219,0,7,0,2
1129,1148978,10,41,4974902,3689,0,1,1,1
1130,1049165,32,44,5009855,68577,2,0,0,0
1131,1283120,38,30,5076412,28916,1,7,1,2
1132,854356,42,0,4966113,33986,1,6,0,2
1133,1241379,5,2,5002969,58883,2,2,1,0
1134,1067577,12,42,5112324,8002,2,6,0,2
1135,1346647,29,9,5029585,19842,1,9,1,2
1136,992379,9,17,5044735,81503,1,0,0,1
