,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
569,1183675,41,41,4965587,40944,1,7,1,2
570,922005,3,49,4926157,66468,2,8,0,1
571,918583,14,22,4986582,83358,1,1,1,0
572,1254219,49,31,4940449,14479,1,3,0,2
573,10310,49,48,4980499,81274,2,4,1,1
574,663432,47,10,5129330,76539,0,3,0,2
575,770428,43,36,5048755,21096,0,2,1,2
576,1319379,15,45,5016294,39743,0,4,0,2
577,61039,2,19,5017454,5725,2,0,1,1
578,791285,39,12,5042747,21277,2,7,0,2
579,1474132,7,29,5095806,87601,0,0,1,1
580,165474,14,18,5001554,41307,2,6,0,1
581,1473452,34,0,4928842,71785,0,7,1,2
582,80522,5,23,4999693,28778,2,1,0,1
583,95000,12,33,5052384,22739,2,4,1,1
584,724240,7,13,4958616,49741,2,3,0,1
585,1463070,45,40,5030701,28444,0,8,1,2
586,1071995,33,29,4958557,71237,0,6,0,2
587,732470,10,49,4970557,88944,2,4,1,0
588,141980,44,29,4948127,47446,1,2,0,2
589,445308,20,39,5011785,63652,1,1,1,1
590,843465,49,34,4984733,22123,2,1,0,2
591,865145,47,39,4976958,53099,1,1,1,1
592,818397,6,25,5028537,26137,0,8,0,2
593,159805,10,46,4969826,8278,0,0,1,1
594,1316649,46,1,5028625,41060,1,0,0,2
595,607446,44,7,4940242,13729,2,3,1,2
596,838147,46,4,4997038,63072,2,1,0,1
597,1093197,0,21,4941026,41562,2,0,1,0
598,833840,31,8,5075808,44208,0,5,0,2
599,836888,5,4,5063662,26310,0,6,1,2
600,51781,35,37,5000405,60739,1,6,0,2
601,461705,7,23,4937633,62259,2,4,1,0
602,1283092,36,47,5000452,63123,0,1,0,2
603,1250297,37,44,4979561,23041,1,6,1,2
604,548661,4,39,5084309,68143,2,4,0,0
605,865780,23,30,5007105,82286,1,8,1,1
606,1096291,48,48,4983768,21092,2,5,0,2
607,864631,4,11,5098188,9793,2,1,1,1
608,791705,36,45,5026974,83350,1,4,0,2
609,492381,25,44,5055463,27114,1,2,1,1
610,789101,7,8,4967714,72538,1,2,0,1
611,943728,19,23,5067110,1461,1,4,1,2
612,1281698,1,43,4960446,60742,2,6,0,1
613,964468,26,3,4899219,42489,0,2,1,2
614,694901,43,26,5017772,2390,2,5,0,2
615,41259,22,34,5034054,4919,0,5,1,2
616,1051041,37,14,4911180,28384,0,6,0,2
617,517368,22,17,5050894,8755,1,9,1,2
618,24506,39,14,5070486,68041,2,4,0,1
619,996329,2,22,5039334,25653,2,5,1,1
620,434929,45,25,4998098,23388,2,8,0,2
621,1157824,14,33,4991993,29607,2,4,1,1
622,1463351,21,9,4971147,71075,1,4,0,1
623,118459,0,38,4921370,27519,0,4,1,2
624,918847,3,34,4999472,13480,0,2,0,2
625,738225,1,5,4992358,66041,1,6,1,1
626,288779,8,1,4939113,84134,2,5,0,0
627,1328203,5,41,4905234,29606,0,5,1,1
628,471654,31,48,4938521,42015,2,7,0,2
629,494076,14,0,4981774,71268,0,0,1,1
630,589719,11,44,4890667,17520,1,8,0,2
631,1454705,15,8,5065300,87315,1,4,1,1
632,972079,14,15,5046382,24077,2,7,0,2
633,542742,18,8,4963340,12733,1,7,1,2
634,674075,36,29,4971268,11992,0,9,0,2
635,1177710,37,0,4967502,68475,2,0,1,0
636,491065,29,1,4945208,88054,1,2,0,1
637,1301768,47,38,5062089,19352,0,6,1,2
638,858424,39,28,5008006,80079,1,6,0,2
639,115086,12,25,4968144,83487,2,4,1,0
640,1249894,35,43,5016940,48900,2,2,0,1
641,816221,23,26,5030248,58332,2,8,1,1
642,815090,4,46,4950873,77314,1,6,0,1
643,660799,6,27,5156597,67231,0,0,1,1
644,586457,45,43,4992905,65014,2,1,0,1
645,906953,43,14,4967749,57647,0,6,1,2
646,847921,28,17,4935122,87038,1,8,0,2
647,1359659,2,32,4921965,40367,0,3,1,1
648,862306,20,18,5023109,85538,1,3,0,1
649,202083,44,15,5018515,54714,2,6,1,1
650,1330993,18,38,4973939,65428,2,9,0,1
651,373387,45,33,4965888,72168,2,6,1,1
652,970244,35,4,5038581,11462,0,2,0,2
653,1243831,24,3,4998158,10810,2,2,1,1
654,1064553,6,0,5110019,64196,0,6,0,2
655,982110,8,45,4980275,32350,2,1,1,1
656,934874,3,28,5064897,6649,0,8,0,2
657,579005,9,42,4961108,30674,2,8,1,1
658,267738,23,49,4974178,79777,1,9,0,2
659,1234655,31,37,5000847,70070,2,2,1,0
660,346417,39,4,4947572,35991,0,1,0,2
661,1130198,33,29,4873605,84331,0,8,1,2
662,451857,22,28,5018638,5746,1,9,0,2
663,503786,44,20,5003139,42552,1,5,1,2
664,964928,17,11,4998952,38823,1,1,0,1
665,887743,42,21,4944284,28725,1,9,1,2
666,127134,40,24,4950992,795,0,9,0,2
667,1249424,25,14,5083169,3098,1,3,1,2
668,1445988,26,6,5064678,49049,2,2,0,1
669,944638,32,7,5041838,22697,2,2,1,1
670,183421,4,39,5012221,18391,1,5,0,2
671,480235,41,27,4983711,65294,0,9,1,2
672,1475551,40,37,4990287,16477,1,3,0,2
673,1373100,8,32,4958176,19369,1,6,1,1
674,1071247,46,23,5042478,49157,0,3,0,2
675,1300370,30,27,5053257,64518,2,7,1,1
676,818718,35,39,5018936,89123,0,1,0,2
677,67157,43,20,5027912,46675,2,9,1,2
678,237736,21,22,4929412,50507,1,6,0,2
679,565000,34,0,4980807,28207,2,0,1,1
680,415695,34,13,5023330,83904,2,9,0,1
681,779553,13,7,4862966,7559,2,2,1,1
682,570627,46,16,5048399,65843,2,3,0,1
683,195179,34,31,4972495,20086,1,4,1,2
684,499075,32,42,4907968,35811,2,5,0,2
685,1236300,32,21,5006956,5052,2,4,1,2
686,522581,29,16,5078095,11151,0,7,0,2
687,485017,41,43,5006536,89219,0,4,1,2
688,263418,15,20,4959991,42051,1,6,0,2
689,576184,31,5,5040713,52175,1,9,1,2
690,703771,41,25,5024726,15993,2,1,0,2
691,937353,35,46,4991991,58448,2,0,1,0
692,1156590,41,26,4993412,71498,0,2,0,2
693,250067,44,47,5034426,49686,1,5,1,2
694,1367532,45,39,4988551,19827,2,1,0,2
695,1127883,38,33,5016723,34630,0,5,1,2
696,1091205,42,25,5029971,54986,0,9,0,2
697,1303770,33,8,5040118,61147,2,2,1,0
698,561456,9,31,4953067,56469,0,1,0,2
699,639072,27,42,5079291,55330,2,0,1,0
700,43134,7,49,4996164,68992,1,6,0,1
701,680859,11,24,5026911,59390,0,8,1,2
702,946963,13,29,5029341,4849,2,5,0,2
703,632014,37,31,4956679,21841,1,9,1,2
704,413481,39,24,5051983,38801,1,2,0,2
705,981417,30,45,5024704,57599,0,1,1,2
706,1368235,15,21,5048364,7660,2,7,0,2
707,1293596,17,10,4964199,79675,0,2,1,1
708,1112492,44,26,4958677,45767,1,5,0,2
709,975444,20,49,4979215,47289,0,1,1,1
710,745187,18,38,5038207,63467,1,2,0,1
711,350656,13,12,5034408,20364,1,5,1,2
712,680328,48,27,5051749,49351,0,7,0,2
713,11371,2,27,5050205,13951,2,3,1,1
714,1355998,41,19,5003475,89330,1,2,0,1
715,239143,16,10,4859956,11431,1,9,1,2
716,77323,0,15,5031467,24714,2,3,0,1
717,766103,11,43,4970213,78782,2,6,1,0
718,1241206,41,26,4999365,53833,0,1,0,2
719,1043849,8,12,5030103,46788,0,0,1,1
720,157600,18,8,4990049,40013,0,8,0,2
721,1281126,37,22,4997824,47928,1,5,1,2
722,534571,13,45,5026215,18778,0,2,0,2
723,965199,34,35,4927385,73589,2,5,1,1
724,1139435,10,17,4945510,41023,1,9,0,2
725,422083,16,14,5101041,50252,2,9,1,1
726,1009443,43,4,5022884,73660,1,1,0,1
727,124843,13,30,4995686,3205,1,1,1,1
728,536362,8,15,5016760,35541,2,2,0,1
729,1148323,17,17,4967232,9063,0,2,1,1
730,862319,42,31,4948035,60265,0,6,0,2
731,1294368,9,44,5002613,80893,1,5,1,1
732,100829,36,3,5038650,47406,1,7,0,2
733,522755,30,31,4990205,54581,0,6,1,2
734,590026,4,49,5022062,31517,1,6,0,2
735,892203,32,47,4912018,57682,1,0,1,1
736,1190926,48,8,4930839,16239,2,3,0,2
737,196674,13,2,5063814,1243,2,5,1,2
738,777584,27,41,4999269,1853,2,2,0,2
739,405155,40,2,4958221,17447,2,5,1,2
740,1020792,34,1,4920859,16514,2,8,0,2
741,139695,23,13,5018541,30301,2,7,1,2
742,500865,27,17,5022832,51839,1,8,0,2
743,1380096,49,19,4927758,55559,0,9,1,2
744,1158285,24,1,5042846,14650,1,8,0,2
745,1140271,26,0,4929615,68421,2,4,1,0
746,1289484,43,25,5068134,89309,0,4,0,2
747,679259,42,31,5024743,39324,0,0,1,2
748,1142840,35,27,5049125,53643,2,9,0,2
749,448343,37,6,4988829,6736,2,3,1,2
750,937798,49,9,5050652,39103,2,1,0,2
751,925961,41,45,5029495,82936,1,1,1,1
752,508679,32,12,5033424,8899,0,4,0,2
753,1088071,36,28,5020801,33656,1,5,1,2
754,1143925,36,17,5081695,63715,1,7,0,2
755,745233,33,33,4951914,87811,2,7,1,0
756,143412,43,38,4995866,5908,0,2,0,2
757,1295161,19,40,5038483,26079,2,5,1,1
758,1408130,47,2,5080626,15715,1,5,0,2
759,226518,29,44,5033466,59491,2,3,1,1
760,391653,17,24,5031100,50533,1,1,0,1
761,932788,3,48,4997524,69099,0,6,1,2
762,1105903,29,43,4988715,18897,2,0,0,1
763,852140,22,26,5053834,35970,1,8,1,2
764,981065,35,41,4943716,89887,1,7,0,2
765,885631,44,14,5012832,41258,1,6,1,2
766,389062,23,17,4948945,35610,2,6,0,2
767,560262,28,20,4976034,51252,2,2,1,1
768,303104,16,42,4998327,55751,2,0,0,1
769,996201,25,43,4993001,82749,1,9,1,1
770,1386013,19,17,4864096,53578,0,0,0,2
771,1008682,44,28,4922126,85446,1,1,1,1
772,373666,13,32,5027326,66093,0,2,0,2
773,1429288,27,6,4899959,58002,1,6,1,1
774,439345,32,36,5032208,52257,2,2,0,1
775,1493503,41,2,5043816,66065,0,6,1,2
776,850497,48,26,4942905,48522,0,3,0,2
777,567980,1,5,5027182,56216,2,3,1,0
778,689733,6,19,4952086,9486,2,4,0,2
779,1426342,49,2,5005210,40527,0,8,1,2
780,965780,32,47,5015398,1243,0,8,0,2
781,1194289,30,15,4956292,30892,0,3,1,2
782,1173578,24,22,5014522,56546,2,5,0,1
783,17951,14,45,5033891,89577,1,9,1,1
784,929545,9,0,5003029,5220,1,8,0,2
785,940461,37,1,4954129,88343,0,7,1,2
786,1043743,49,6,5070474,24989,1,1,0,2
787,1293381,48,7,4955786,47966,2,9,1,2
788,346370,2,20,4932688,11752,1,4,0,2
789,551077,9,28,5041105,78310,2,1,1,0
790,375961,15,20,5062933,40522,0,7,0,2
791,85434,25,7,4956013,53354,1,9,1,2
792,1202594,9,4,5022290,55320,1,0,0,1
793,585242,32,28,4983684,41900,0,0,1,2
794,1111838,48,7,4914872,62286,0,6,0,2
795,1168161,27,29,4986678,20969,0,8,1,2
796,834325,21,37,5035832,8103,1,9,0,2
797,1335160,25,1,4899563,48761,0,2,1,2
798,1142527,21,47,5035382,17352,1,4,0,2
799,475764,29,45,5035619,84441,2,3,1,0
800,963782,10,14,5024237,40064,1,6,0,2
801,436879,2,38,4936749,88702,0,4,1,2
802,53065,35,16,5049279,68484,0,5,0,2
803,489518,16,36,5028309,32422,1,6,1,2
804,711487,45,11,5009500,35417,1,6,0,2
805,139800,16,27,5026568,26641,1,9,1,2
806,1091065,40,43,5009577,28334,1,4,0,2
807,355756,8,32,4882364,14335,0,3,1,2
808,711860,14,33,4945508,87889,1,7,0,1
809,489442,37,33,5039943,67503,0,5,1,2
810,373740,22,1,4939345,24849,0,8,0,2
811,1476863,36,19,4990333,20125,0,1,1,2
812,962431,0,44,5032157,57712,2,6,0,1
813,1023033,41,2,5036881,23564,0,6,1,2
814,578439,26,15,4982977,77903,2,4,0,1
815,1464486,7,16,4937313,30710,0,7,1,2
816,562137,4,34,4960739,49642,2,2,0,1
817,1025455,23,10,4987106,78107,0,8,1,2
818,106373,29,25,4984616,48130,1,4,0,2
819,601268,19,48,4962122,62220,1,1,1,1
820,101954,11,47,4914312,29154,1,2,0,2
821,755538,2,42,5034158,79623,1,8,1,1
822,693395,8,14,4991000,13344,0,8,0,2
823,497081,24,27,4995245,24676,0,3,1,2
824,814704,12,14,5053423,61142,1,3,0,1
825,1253483,19,43,5024327,41172,0,7,1,2
826,117610,39,5,5009947,52845,2,9,0,2
827,1088701,15,41,5017522,87455,0,9,1,2
828,311781,8,27,4969599,61107,1,0,0,1
829,546902,14,23,4938356,8523,2,8,1,2
830,1426790,49,25,5022413,39143,0,4,0,2
831,1108636,43,36,4990388,85347,1,0,1,1
832,1017291,7,30,4907034,8013,1,2,0,2
833,1223554,26,28,5079248,56000,2,1,1,0
834,1212206,26,17,4997233,55925,2,4,0,1
835,1431910,14,37,4972021,29246,1,1,1,1
836,328030,28,14,4987484,79205,1,9,0,2
837,331164,32,42,5077805,50727,1,1,1,1
838,765407,28,31,5031716,85456,1,8,0,2
839,864930,43,45,4987691,41881,0,3,1,2
840,737336,9,16,4977191,21684,1,6,0,2
841,467314,19,35,4950616,47974,2,4,1,1
842,1200676,10,0,5026619,8978,2,8,0,2
843,1125546,24,5,5007787,72374,2,2,1,0
844,600779,27,34,4973659,51104,0,9,0,2
845,922516,15,20,4997550,5351,2,1,1,1
846,1129597,0,1,5023907,68493,1,3,0,1
847,958226,36,7,5045275,75436,2,4,1,0
848,817553,37,36,4987027,39234,1,9,0,2
849,325260,35,8,4965915,82170,1,5,1,1
850,1119880,29,35,4998821,60090,2,2,0,1
851,721500,44,39,5004261,5509,1,6,1,2
852,971171,49,37,5024259,61450,2,9,0,2
853,1162018,5,0,4972301,52052,1,3,1,1
854,1134932,28,24,4966564,59348,2,7,0,1
855,664658,14,42,4872472,84885,2,2,1,0
856,1237212,5,12,5050557,55963,1,6,0,1
857,129448,13,11,4977342,47365,0,6,1,2
858,713853,47,36,4944650,68290,1,7,0,2
859,1059306,49,8,4939580,60883,1,0,1,1
860,1485310,13,13,4971424,89617,1,6,0,1
861,809699,44,8,5048145,28876,0,2,1,2
862,116547,21,19,5005882,89595,1,3,0,1
863,686747,14,18,4930619,66590,1,7,1,1
864,381678,34,3,5014548,66770,1,2,0,2
865,715843,40,16,5065401,89157,2,7,1,1
866,1180439,0,19,5036262,10947,1,3,0,1
867,161338,18,11,5005851,4705,1,6,1,2
868,347218,19,10,5008577,78916,0,6,0,2
869,1353779,29,14,5030955,62344,1,9,1,2
870,109782,29,12,4942489,1596,2,6,0,2
871,719147,2,17,5004282,69437,1,3,1,1
872,451017,9,32,4979442,86692,2,5,0,0
873,504293,20,38,4905858,73794,2,1,1,0
874,205597,46,44,5019704,46914,1,7,0,2
875,263993,8,26,4962674,67622,2,5,1,0
876,876138,15,8,4974628,7258,2,2,0,2
877,487746,40,41,4925636,19155,0,1,1,2
878,828687,11,41,5024177,27899,1,7,0,2
879,130691,37,14,4956255,15487,2,0,1,2
880,1490002,26,11,4982758,52677,0,0,0,2
881,995725,47,16,4838530,7050,0,9,1,2
882,353953,37,37,4967968,4306,2,9,0,2
883,120249,32,27,4962513,14282,1,2,1,2
884,155598,21,2,5063217,17335,0,6,0,2
885,952587,46,37,5023097,69231,1,8,1,2
886,30291,48,40,4978586,53442,1,3,0,2
887,925563,41,24,5025404,62635,0,9,1,2
888,896394,43,48,5026309,5716,1,9,0,2
889,1201031,44,6,4964490,61252,0,6,1,2
890,1487696,5,22,4980080,45510,2,7,0,1
891,287501,36,4,4952811,14994,0,4,1,2
892,201447,24,12,4977910,83103,1,3,0,1
893,107916,22,28,4952386,33231,1,4,1,2
894,613364,1,9,4933341,78503,1,3,0,1
895,1321458,33,32,5027523,16997,1,5,1,2
896,1321637,32,46,4966438,60010,1,1,0,1
897,1209726,28,17,5017924,40111,1,7,1,2
898,932639,23,8,4918088,35181,0,9,0,2
899,1127,24,12,5016161,7219,1,1,1,2
900,642631,23,34,4961608,53071,0,8,0,2
901,324900,19,13,4976872,49422,0,4,1,2
902,536412,19,14,5010330,7502,1,8,0,2
903,31690,24,2,5016092,70467,0,0,1,2
904,202436,49,36,4987894,88037,1,9,0,2
905,928059,16,28,5032715,46143,0,0,1,1
906,180770,37,4,5025126,17561,0,7,0,2
907,120609,37,0,5039378,20658,2,2,1,2
908,46130,34,31,4937874,73431,2,3,0,1
909,962017,25,18,5012340,70255,2,4,1,0
910,1185517,10,5,4974964,28280,2,8,0,2
911,976007,34,38,5048971,25146,1,8,1,2
912,1298306,38,16,5017663,23672,1,6,0,2
913,1174097,46,46,5014904,75305,1,1,1,1
914,97525,38,8,5059819,54812,1,2,0,2
915,18246,16,41,4978782,85523,1,4,1,1
916,870409,33,19,5009067,6565,2,1,0,2
917,382674,46,48,4997973,2226,2,9,1,2
918,540802,7,22,5015505,35833,2,5,0,1
919,837533,44,31,5032840,69698,2,3,1,1
920,1414044,27,22,4942225,87843,0,5,0,2
921,629369,7,2,5040627,59912,2,6,1,0
922,1295654,27,49,4958780,35199,0,5,0,2
923,59630,7,18,4998774,3617,0,3,1,2
924,399597,26,31,4956413,41534,0,9,0,2
925,988416,48,17,5013661,74929,0,2,1,2
926,330088,22,49,4947685,87828,1,0,0,1
927,689392,17,42,5045322,8942,2,7,1,2
928,1047474,28,16,5081878,35148,0,1,0,2
929,1374672,22,20,4985028,52328,2,6,1,1
930,1271555,46,29,5003306,29103,0,3,0,2
931,624582,44,33,4976560,12704,0,9,1,2
932,1244782,2,0,4918261,65537,0,9,0,2
933,431989,19,17,5039275,14487,1,6,1,2
934,590551,5,24,5000983,8316,1,0,0,1
935,317686,12,16,5069732,17724,2,8,1,2
936,1412674,4,16,4995598,2441,1,8,0,2
937,420328,2,21,5007897,86971,1,5,1,1
938,850838,18,10,4885596,47872,2,6,0,1
939,26316,33,36,5007717,6530,1,2,1,2
940,1202800,2,48,4951090,40927,0,5,0,2
941,801343,7,25,4995582,80945,0,5,1,2
942,905511,43,26,5065966,88507,1,6,0,2
943,1091403,24,28,4978819,52526,0,5,1,2
944,1028694,31,9,5024095,54909,2,7,0,1
945,331694,31,7,4906651,52113,0,8,1,2
946,676916,4,34,4989700,62031,1,5,0,1
947,1204192,37,12,4897640,71268,1,9,1,2
948,1424213,27,8,5078213,57794,0,0,0,2
949,860148,8,7,5075896,69041,0,4,1,2
950,290056,37,40,5024434,46226,0,7,0,2
951,1238415,30,10,4895899,44546,0,3,1,2
952,546509,26,24,5033012,67999,1,4,0,2
953,29485,8,13,4958550,9495,2,2,1,1
954,340010,9,5,5011990,84414,1,0,0,1
955,104596,17,27,4976508,28344,2,0,1,1
956,143743,46,5,5023820,38815,1,9,0,2
957,68477,45,12,4975988,16351,2,1,1,2
958,681722,46,27,5008507,68614,0,2,0,2
959,1181253,45,30,4970929,55642,2,8,1,1
960,845980,46,22,4993176,17330,0,2,0,2
961,396836,30,32,5089843,52598,0,6,1,2
962,48659,40,39,4953024,67520,1,0,0,2
963,603768,41,2,5018789,83128,2,7,1,1
964,1356304,6,0,4972429,67233,2,6,0,0
965,1425376,39,36,4967382,73549,2,0,1,0
966,762666,2,22,5034688,31106,2,0,0,1
967,1471486,27,41,4943258,35297,1,3,1,1
968,1485375,21,24,5067090,62571,0,7,0,2
969,130413,41,30,5054633,79935,0,1,1,2
970,1122274,31,32,4960476,75438,1,0,0,1
971,485441,9,24,5023479,78777,0,1,1,1
972,680880,8,4,4996771,68804,1,9,0,2
973,448539,8,37,4972069,47557,0,1,1,1
974,405311,40,48,4935458,81580,2,3,0,1
975,515164,1,43,5089828,53271,0,6,1,2
976,1080656,11,49,5000817,47600,0,3,0,2
977,274267,26,23,4974881,30373,0,3,1,2
978,26667,26,28,5027599,58925,1,1,0,1
979,658040,35,47,5089425,61847,2,9,1,1
980,144474,19,2,4990975,51372,1,0,0,1
981,1414091,36,21,4985177,86948,1,0,1,1
982,360826,48,15,4963953,60391,2,8,0,2
983,1449584,45,29,5039235,22440,0,2,1,2
984,984289,13,46,4932911,53529,0,1,0,2
985,513998,13,1,4948991,77123,0,3,1,2
986,1430685,30,38,4974640,3002,1,9,0,2
987,696121,38,42,4991770,86303,1,0,1,1
988,869207,43,3,4946958,76687,2,9,0,1
989,735726,7,13,4942741,86512,2,0,1,0
990,1407553,20,45,5006014,15576,0,0,0,2
991,1084399,15,4,4948556,52287,0,8,1,2
992,379945,19,11,5020121,69623,1,7,0,2
993,528266,14,7,4941077,71254,1,0,1,1
994,603618,40,45,4947672,83947,0,2,0,2
995,512211,1,27,4983760,55325,0,8,1,2
996,1027328,38,0,4975747,59323,2,9,0,2
997,1047075,18,42,5063954,80235,1,5,1,1
998,1191264,29,23,4968928,639,2,0,0,2
999,1050084,36,44,4996257,68908,2,0,1,0
1000,963406,16,6,5043503,587,2,7,0,2
1001,30745,1,17,5016995,49250,2,0,1,0
1002,865555,38,19,4934633,34455,0,0,0,2
1003,610466,2,48,5017757,74143,0,5,1,2
1004,1025516,47,44,5094903,54295,1,6,0,2
1005,1138398,43,15,4990117,48031,1,8,1,2
1006,566204,33,31,5065748,82427,0,1,0,2
1007,1406373,2,33,4981405,82683,0,9,1,2
1008,1106267,21,37,5074420,27148,2,3,0,1
1009,886214,33,12,4881188,3025,0,3,1,2
1010,1317270,4,0,5029211,76329,2,5,0,0
1011,208892,40,14,4975109,51704,2,5,1,1
1012,1386719,43,23,4964578,84689,1,3,0,1
1013,1330390,17,30,5028415,25256,2,7,1,1
1014,126889,34,47,5001324,40802,0,7,0,2
1015,1437569,0,23,4991544,38119,0,7,1,2
1016,1341078,5,12,4947055,13609,1,4,0,2
1017,1376300,30,10,4978786,19718,0,4,1,2
1018,496183,12,41,5040028,65735,2,6,0,1
1019,132346,12,40,5052478,59306,0,4,1,2
1020,1120031,12,46,4983177,24627,2,8,0,2
1021,1339525,36,5,4929546,78983,2,5,1,0
1022,1396314,17,8,5064313,10633,0,8,0,2
1023,555782,2,41,4963692,88862,1,1,1,0
1024,765157,1,35,4935385,63915,0,7,0,2
1025,37830,2,33,4926181,78945,0,9,1,2
1026,953855,46,26,4976438,22153,1,7,0,2
1027,161187,12,33,5029595,32080,2,4,1,1
1028,268423,2,2,5065822,81159,0,1,0,2
1029,792351,0,38,4975873,70057,0,3,1,1
1030,183963,38,43,5020525,14734,1,4,0,2
1031,338730,18,19,5028119,55269,1,2,1,1
1032,1173090,49,48,4931577,89565,0,8,0,2
1033,821432,17,47,5067753,38898,0,8,1,2
1034,908695,9,35,5056035,88802,0,3,0,2
1035,953333,7,2,4943496,32848,0,7,1,2
1036,1386518,38,45,4948571,73494,1,4,0,2
1037,288318,41,22,5023380,52369,0,0,1,2
1038,1216160,33,49,5095968,3176,0,7,0,2
1039,792602,43,23,5072413,38015,1,0,1,1
1040,698575,47,3,5030456,33564,1,1,0,2
1041,979989,13,10,5007342,9382,1,0,1,1
1042,65666,33,28,5048579,24269,2,5,0,2
1043,342244,46,6,5014396,83220,0,6,1,2
1044,1169068,6,32,5021711,74062,2,0,0,0
1045,812876,34,2,5034753,40488,2,5,1,1
1046,1007502,34,6,5027310,24202,1,9,0,2
1047,1395425,39,27,5038541,28204,2,0,1,1
1048,777752,2,18,5047873,40978,1,2,0,1
1049,1208334,25,24,5067869,3548,2,6,1,2
1050,1359020,28,11,4949205,46610,2,1,0,1
1051,418310,46,41,5055259,69160,0,8,1,2
1052,261712,5,6,4959450,2357,2,2,0,2
1053,567213,41,16,5007448,52245,1,4,1,2
1054,274077,5,47,5125608,20866,2,4,0,1
1055,1299523,5,5,4993259,55991,2,3,1,0
1056,758707,25,23,4975386,60618,0,0,0,2
1057,685459,46,26,4998896,33436,1,6,1,2
1058,113540,40,25,4987191,42414,1,4,0,2
1059,643394,22,40,4987762,12891,2,0,1,1
1060,1405538,24,39,4984381,24002,1,9,0,2
1061,734763,5,33,5002675,25141,2,8,1,1
1062,1425157,48,9,5008207,25757,0,1,0,2
1063,426527,18,8,4976446,36119,2,1,1,1
1064,4640,1,34,5019730,62559,0,5,0,2
1065,602348,40,7,5001795,56960,0,1,1,2
1066,769210,46,26,4966187,4048,2,9,0,2
1067,565553,38,26,4962967,40410,0,4,1,2
1068,983982,17,15,5049468,24376,1,9,0,2
1069,530412,1,9,5066609,72617,2,4,1,0
1070,1457234,20,0,4994379,6669,0,3,0,2
1071,644222,32,9,5035708,47480,0,3,1,2
1072,876484,23,21,5057081,17395,0,3,0,2
1073,940032,33,32,4996720,33249,1,4,1,2
1074,341224,30,14,4975631,54858,1,0,0,1
1075,700230,33,45,5114543,2881,2,5,1,2
1076,833871,7,27,5076319,60243,1,5,0,1
1077,1059857,27,25,5029529,25653,0,0,1,1
1078,468095,24,3,5051214,80089,2,1,0,0
1079,297287,27,1,4985616,76748,2,8,1,1
1080,1108358,25,17,4980261,42149,2,6,0,1
1081,1483055,20,49,5031392,47680,2,5,1,1
1082,1107338,2,33,4995534,19908,0,1,0,1
1083,1188414,9,3,4884751,71136,0,3,1,1
1084,1229875,35,49,5021039,15985,0,8,0,2
1085,543975,33,18,4994781,65283,2,3,1,1
1086,56812,37,5,5036249,75825,1,1,0,1
1087,1304326,7,33,5048898,33687,1,5,1,1
1088,20680,2,13,4937715,85403,1,4,0,1
1089,1413513,5,45,4949034,36747,1,5,1,1
1090,770357,10,15,5003554,43364,0,6,0,2
1091,414393,19,32,4938205,28878,1,1,1,1
1092,831503,25,5,5100417,69146,1,0,0,1
1093,192779,42,13,4927706,45189,1,7,1,2
1094,407888,13,0,4953484,54393,0,0,0,2
1095,569970,47,5,4978345,42231,2,1,1,1
1096,206,46,31,4943822,10274,0,8,0,2
1097,445187,6,28,5059229,49378,2,9,1,1
1098,769329,30,21,5034206,72205,0,8,0,2
1099,510513,14,46,4989610,40225,0,4,1,2
1100,266456,36,11,4958529,54706,0,1,0,2
1101,544780,14,19,5052479,50695,0,7,1,2
1102,322666,5,12,5107825,53663,0,9,0,2
1103,1432383,46,27,4959020,39875,0,0,1,2
1104,848645,7,19,4967106,10917,2,9,0,2
1105,1116195,4,43,5020365,53667,2,9,1,1
1106,1118024,31,32,4944379,59147,2,3,0,1
1107,1231773,26,38,4886494,13462,0,4,1,2
1108,375463,46,29,4980335,58631,2,7,0,2
1109,97269,24,11,4917724,30805,1,4,1,2
1110,252943,45,23,4961227,88989,2,0,0,0
1111,815446,9,43,5035851,1084,1,1,1,1
1112,1040164,13,4,4903617,43125,0,4,0,2
1113,1052376,30,1,4951700,43849,0,2,1,2
1114,116304,11,44,5041071,67880,1,4,0,1
1115,666450,10,42,5028962,81505,1,9,1,1
1116,141952,41,44,4993904,71734,0,0,0,2
1117,605969,27,47,5026501,44812,0,2,1,2
1118,5194,11,30,4968823,5090,2,0,0,2
1119,227969,13,4,5012355,4846,2,2,1,1
1120,1205072,43,27,4869002,47195,2,1,0,1
1121,1459000,43,40,4930048,16621,0,7,1,2
1122,1425589,11,49,5062059,31085,0,1,0,2
1123,315397,18,30,5039821,41674,2,1,1,1
1124,762434,32,15,4961006,30210,0,6,0,2
1125,152235,25,28,4965984,30217,0,7,1,2
1126,1487953,31,33,5047523,29498,0,1,0,2
1127,682826,46,21,5008872,74126,1,6,1,2
1128,393853,34,11,5035214,46236,2,6,0,2
1129,1284331,40,24,4966584,60970,1,4,1,1
1130,567218,42,4,5045752,87388,2,1,0,0
1131,504165,49,22,5046734,14752,2,1,1,2
1132,331162,26,34,4986350,1893,1,9,0,2
1133,1143230,21,25,4953105,15486,0,1,1,1
1134,117416,6,15,4973951,31557,1,0,0,1
1135,1018886,7,44,4930383,30660,2,7,1,1
