,Industry,Region,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Known Vulnerabilities,External Advisor,Risk
347,FINANCIAL SERVICES,SOUTH AMERICA,1445108,7,39,5013468,7,NO,LOW
348,ECOMMERCE,ASIA,514414,45,36,5063444,7,YES,HIGH
349,ECOMMERCE,NORTH AMERICA,833135,44,37,5030271,6,NO,MEDIUM
350,HEALTHCARE,AFRICA,555202,3,20,4939895,9,NO,LOW
351,TELECOM,NORTH AMERICA,1032761,19,29,4989208,6,NO,MEDIUM
352,FINANCIAL SERVICES,ASIA,501239,41,24,5064911,4,YES,HIGH
353,FINANCIAL SERVICES,AFRICA,672902,8,33,4973173,2,YES,MEDIUM
354,AUTOMOTIVE,AFRICA,1335515,39,19,4929196,9,YES,MEDIUM
355,TELECOM,NORTH AMERICA,288623,25,26,5009297,8,YES,HIGH
356,OTHER,EUROPE,205173,15,27,5026983,7,YES,HIGH
357,AUTOMOTIVE,NORTH AMERICA,444085,48,26,4959534,7,YES,HIGH
358,EDUCATION,NORTH AMERICA,263964,14,14,5033173,4,NO,LOW
359,ECOMMERCE,SOUTH AMERICA,694193,5,24,5031160,7,NO,LOW
360,EDUCATION,SOUTH AMERICA,1213192,44,23,4990380,7,NO,MEDIUM
361,OTHER,EUROPE,927159,4,17,5031763,2,YES,LOW
362,ECOMMERCE,SOUTH AMERICA,1219631,30,6,4976132,4,YES,MEDIUM
363,ECOMMERCE,AFRICA,951784,32,34,4945609,3,YES,MEDIUM
364,OTHER,SOUTH AMERICA,331203,38,28,5005164,2,NO,MEDIUM
365,FINANCIAL SERVICES,EUROPE,445694,47,19,5014958,6,YES,HIGH
366,HEALTHCARE,ASIA,471216,31,24,5102472,4,NO,MEDIUM
367,AUTOMOTIVE,NORTH AMERICA,887175,40,5,5028304,6,NO,MEDIUM
368,TELECOM,NORTH AMERICA,1306694,44,48,5052593,4,NO,MEDIUM
369,EDUCATION,SOUTH AMERICA,1002250,25,16,5049852,6,NO,LOW
370,EDUCATION,NORTH AMERICA,1084030,11,8,4989089,7,NO,LOW
371,OTHER,SOUTH AMERICA,1263880,39,26,5044903,0,YES,MEDIUM
372,HEALTHCARE,AFRICA,1464643,33,44,5006230,7,NO,LOW
373,FINANCIAL SERVICES,EUROPE,791830,8,44,4982239,9,NO,MEDIUM
374,EDUCATION,EUROPE,1236100,13,36,4940357,4,NO,LOW
375,ECOMMERCE,ASIA,147782,39,38,4987319,9,NO,MEDIUM
376,FINANCIAL SERVICES,ASIA,152877,24,40,4963467,4,NO,MEDIUM
377,FINANCIAL SERVICES,EUROPE,1295106,49,25,5042004,6,NO,MEDIUM
378,ECOMMERCE,AFRICA,232134,31,20,5044494,0,NO,LOW
379,OTHER,AFRICA,1060211,0,31,4939887,4,NO,LOW
380,TELECOM,ASIA,674151,30,14,5067467,3,YES,MEDIUM
381,EDUCATION,NORTH AMERICA,1327329,8,4,5006294,0,NO,LOW
382,OTHER,SOUTH AMERICA,328366,41,32,4932920,4,NO,MEDIUM
383,EDUCATION,EUROPE,437454,38,33,5043127,2,NO,LOW
384,ECOMMERCE,NORTH AMERICA,662938,35,24,4924254,0,NO,LOW
385,AUTOMOTIVE,EUROPE,174298,36,43,5065418,0,NO,LOW
386,OTHER,ASIA,475568,45,12,5102817,6,YES,HIGH
387,ECOMMERCE,SOUTH AMERICA,423785,44,27,4883239,3,NO,MEDIUM
388,FINANCIAL SERVICES,NORTH AMERICA,547242,45,2,4919141,9,NO,HIGH
389,HEALTHCARE,AFRICA,1373708,15,37,5107440,0,YES,LOW
390,AUTOMOTIVE,SOUTH AMERICA,1163441,13,1,4995209,1,YES,LOW
391,TELECOM,AFRICA,216555,39,30,4995865,8,NO,MEDIUM
392,OTHER,ASIA,1065099,39,10,5028698,3,NO,LOW
393,AUTOMOTIVE,ASIA,514458,48,30,4995295,8,NO,MEDIUM
394,AUTOMOTIVE,AFRICA,181647,12,36,5089636,9,NO,LOW
395,FINANCIAL SERVICES,SOUTH AMERICA,1168726,6,15,4969285,1,NO,LOW
396,ECOMMERCE,ASIA,1042327,31,43,4935651,5,YES,MEDIUM
397,HEALTHCARE,ASIA,922413,41,31,5029350,1,NO,LOW
398,FINANCIAL SERVICES,ASIA,646981,31,2,5037856,0,NO,LOW
399,AUTOMOTIVE,EUROPE,839978,23,34,4940014,7,NO,LOW
400,ECOMMERCE,EUROPE,41809,46,21,4974902,6,NO,MEDIUM
401,TELECOM,AFRICA,1046571,25,43,4990048,8,YES,MEDIUM
402,AUTOMOTIVE,SOUTH AMERICA,473666,39,28,5053330,7,YES,HIGH
403,EDUCATION,NORTH AMERICA,400121,13,1,5133933,7,NO,MEDIUM
404,TELECOM,AFRICA,1036101,47,10,4975267,3,NO,LOW
405,EDUCATION,AFRICA,1149592,31,9,4911855,3,YES,LOW
406,HEALTHCARE,EUROPE,134384,30,36,4955897,8,YES,HIGH
407,HEALTHCARE,AFRICA,1101028,0,23,5066907,8,YES,MEDIUM
408,ECOMMERCE,NORTH AMERICA,387626,29,41,4979719,1,NO,MEDIUM
409,OTHER,AFRICA,385593,44,33,4964291,4,YES,MEDIUM
410,ECOMMERCE,EUROPE,1381465,48,39,4964555,9,NO,MEDIUM
411,AUTOMOTIVE,ASIA,1461242,4,1,4988273,1,YES,LOW
412,AUTOMOTIVE,EUROPE,1039028,48,45,4948615,7,NO,LOW
413,TELECOM,EUROPE,879889,27,34,4974833,6,NO,MEDIUM
414,AUTOMOTIVE,ASIA,467760,11,43,5056421,5,NO,LOW
415,ECOMMERCE,ASIA,1187143,39,31,4962293,6,YES,MEDIUM
416,AUTOMOTIVE,EUROPE,772362,2,44,4968701,6,NO,LOW
417,EDUCATION,SOUTH AMERICA,907161,9,44,5007331,1,NO,LOW
418,ECOMMERCE,NORTH AMERICA,1365641,45,31,5016411,3,YES,MEDIUM
419,OTHER,NORTH AMERICA,246738,45,47,5029834,9,NO,HIGH
420,OTHER,NORTH AMERICA,605459,16,44,4971523,1,YES,MEDIUM
421,EDUCATION,AFRICA,560482,6,16,4967965,6,NO,LOW
422,FINANCIAL SERVICES,SOUTH AMERICA,78430,44,22,5006906,6,YES,HIGH
423,OTHER,SOUTH AMERICA,317330,34,6,5024303,5,YES,HIGH
424,AUTOMOTIVE,AFRICA,611512,7,38,4955234,5,NO,LOW
425,AUTOMOTIVE,AFRICA,643513,47,41,5000243,9,NO,LOW
426,EDUCATION,AFRICA,619435,18,12,4986187,5,NO,LOW
427,EDUCATION,SOUTH AMERICA,1027519,36,27,4999077,1,YES,MEDIUM
428,OTHER,AFRICA,1277478,40,8,4956209,9,NO,LOW
429,FINANCIAL SERVICES,NORTH AMERICA,1434997,16,19,5021363,0,YES,MEDIUM
430,HEALTHCARE,AFRICA,534200,20,45,4987198,6,YES,MEDIUM
431,AUTOMOTIVE,SOUTH AMERICA,390670,33,36,4961575,8,YES,HIGH
432,HEALTHCARE,NORTH AMERICA,1089014,27,21,5122649,9,NO,MEDIUM
433,ECOMMERCE,SOUTH AMERICA,721881,13,48,4990095,4,YES,MEDIUM
434,ECOMMERCE,AFRICA,339546,36,23,4957472,1,YES,MEDIUM
435,OTHER,SOUTH AMERICA,1019656,9,44,5068205,0,NO,LOW
436,AUTOMOTIVE,NORTH AMERICA,930771,1,3,4920392,7,NO,LOW
437,AUTOMOTIVE,SOUTH AMERICA,482960,1,19,5085889,1,NO,LOW
438,EDUCATION,SOUTH AMERICA,500640,42,6,5032606,8,NO,MEDIUM
439,EDUCATION,ASIA,625588,27,27,4916330,0,NO,LOW
440,EDUCATION,NORTH AMERICA,1050422,45,8,5077388,0,YES,MEDIUM
441,EDUCATION,ASIA,918306,26,29,5061114,4,YES,MEDIUM
442,FINANCIAL SERVICES,SOUTH AMERICA,588097,33,46,4930190,7,NO,MEDIUM
443,ECOMMERCE,ASIA,762270,38,26,4976043,5,YES,MEDIUM
444,HEALTHCARE,SOUTH AMERICA,978610,49,44,4969350,7,YES,HIGH
445,FINANCIAL SERVICES,SOUTH AMERICA,495317,40,5,4956806,4,YES,HIGH
446,AUTOMOTIVE,EUROPE,652376,44,18,4965477,7,NO,MEDIUM
447,ECOMMERCE,SOUTH AMERICA,1490667,42,17,5033086,6,YES,HIGH
448,AUTOMOTIVE,NORTH AMERICA,593990,46,48,5036074,9,YES,HIGH
449,AUTOMOTIVE,AFRICA,782198,16,36,4964220,7,YES,LOW
450,TELECOM,NORTH AMERICA,396511,5,33,4915703,2,NO,LOW
451,ECOMMERCE,ASIA,884533,31,26,4997968,9,YES,HIGH
452,HEALTHCARE,NORTH AMERICA,1410189,41,12,5040064,7,NO,MEDIUM
453,ECOMMERCE,SOUTH AMERICA,973463,24,22,4945326,2,NO,LOW
454,OTHER,NORTH AMERICA,1051407,47,27,5030288,3,YES,HIGH
455,TELECOM,EUROPE,570069,8,24,5009769,6,NO,LOW
456,HEALTHCARE,SOUTH AMERICA,633870,24,38,4987880,9,YES,HIGH
457,TELECOM,SOUTH AMERICA,1167395,29,28,4964189,2,NO,LOW
458,EDUCATION,NORTH AMERICA,999403,38,30,5033836,9,YES,HIGH
459,ECOMMERCE,AFRICA,330166,48,12,5024213,9,YES,HIGH
460,AUTOMOTIVE,ASIA,1422373,6,4,4983079,5,YES,LOW
461,TELECOM,SOUTH AMERICA,1228389,22,13,5105822,3,NO,LOW
462,ECOMMERCE,EUROPE,110052,47,3,4976019,1,YES,HIGH
463,EDUCATION,SOUTH AMERICA,1456669,45,31,4997825,2,NO,LOW
464,EDUCATION,ASIA,1015593,1,20,5070705,1,NO,LOW
465,TELECOM,EUROPE,313409,7,42,4907239,2,NO,LOW
466,ECOMMERCE,AFRICA,1127654,25,23,5000195,5,NO,LOW
467,HEALTHCARE,AFRICA,837659,20,48,5047642,8,YES,MEDIUM
468,HEALTHCARE,EUROPE,134610,9,48,4964518,1,NO,LOW
469,TELECOM,NORTH AMERICA,613754,4,10,4978187,0,YES,MEDIUM
470,HEALTHCARE,NORTH AMERICA,1391761,12,28,4994787,7,NO,LOW
471,AUTOMOTIVE,AFRICA,293618,31,19,4995909,8,YES,MEDIUM
472,FINANCIAL SERVICES,SOUTH AMERICA,602899,23,8,4944124,2,YES,HIGH
473,EDUCATION,ASIA,1012487,2,45,4893163,2,YES,LOW
474,OTHER,EUROPE,1178358,30,16,5015587,6,YES,MEDIUM
475,FINANCIAL SERVICES,ASIA,1388569,12,0,4929555,3,NO,LOW
476,AUTOMOTIVE,SOUTH AMERICA,1414755,40,43,5116226,8,YES,MEDIUM
477,OTHER,ASIA,1105971,31,8,5055399,4,NO,LOW
478,HEALTHCARE,EUROPE,862411,35,40,4985217,4,YES,HIGH
479,ECOMMERCE,ASIA,977797,12,12,5018277,7,NO,LOW
480,OTHER,AFRICA,579377,11,37,4946613,4,YES,LOW
481,AUTOMOTIVE,EUROPE,249393,9,18,4962502,0,YES,MEDIUM
482,TELECOM,ASIA,1386442,10,35,5004992,2,YES,LOW
483,OTHER,ASIA,645967,25,8,5062586,7,YES,MEDIUM
484,TELECOM,ASIA,951104,29,17,5080189,2,YES,MEDIUM
485,EDUCATION,SOUTH AMERICA,915738,25,49,5115310,3,YES,MEDIUM
486,TELECOM,NORTH AMERICA,1378926,40,8,4979875,1,YES,MEDIUM
487,AUTOMOTIVE,AFRICA,892869,41,41,4937080,3,NO,LOW
488,TELECOM,NORTH AMERICA,15029,2,35,5028229,2,NO,LOW
489,TELECOM,EUROPE,927501,46,23,5037531,4,YES,HIGH
490,FINANCIAL SERVICES,ASIA,804452,30,33,4979182,0,NO,LOW
491,AUTOMOTIVE,SOUTH AMERICA,433744,14,26,4902629,1,NO,LOW
492,ECOMMERCE,AFRICA,442903,13,47,5009662,1,NO,LOW
493,OTHER,EUROPE,478303,42,47,5003271,3,YES,HIGH
494,OTHER,SOUTH AMERICA,954619,36,43,5002132,0,YES,MEDIUM
495,AUTOMOTIVE,AFRICA,604217,45,14,5024248,3,NO,LOW
496,AUTOMOTIVE,EUROPE,266064,9,0,4996622,4,NO,LOW
497,EDUCATION,EUROPE,845746,11,38,5070020,4,YES,MEDIUM
498,AUTOMOTIVE,AFRICA,391987,10,22,4965341,5,YES,LOW
499,FINANCIAL SERVICES,EUROPE,181362,38,22,5040229,4,YES,HIGH
500,FINANCIAL SERVICES,EUROPE,1463565,36,28,4968234,5,NO,MEDIUM
501,OTHER,AFRICA,383792,6,46,5016492,8,NO,LOW
502,HEALTHCARE,EUROPE,16468,20,6,4925158,6,YES,HIGH
503,OTHER,EUROPE,1534191,6,48,5142299,7,YES,MEDIUM
504,OTHER,SOUTH AMERICA,677431,4,23,4972676,8,YES,MEDIUM
505,TELECOM,EUROPE,542774,33,14,5012690,3,NO,MEDIUM
506,HEALTHCARE,AFRICA,100190,4,30,5068520,4,NO,LOW
507,EDUCATION,SOUTH AMERICA,1244055,16,42,4971050,2,NO,LOW
508,OTHER,EUROPE,992446,37,29,4953665,1,YES,MEDIUM
509,OTHER,NORTH AMERICA,426794,37,13,4964212,3,YES,HIGH
510,OTHER,NORTH AMERICA,601555,34,34,4987466,6,NO,MEDIUM
511,OTHER,AFRICA,263964,31,14,5009294,4,NO,LOW
512,ECOMMERCE,EUROPE,6701,42,19,4945607,9,YES,HIGH
513,TELECOM,AFRICA,357579,30,25,4914400,4,YES,MEDIUM
514,ECOMMERCE,ASIA,1473516,28,28,5039917,9,YES,MEDIUM
515,ECOMMERCE,EUROPE,309167,5,39,5025685,1,NO,LOW
516,TELECOM,SOUTH AMERICA,248872,24,7,5039583,9,YES,HIGH
517,OTHER,AFRICA,843917,7,31,4932995,0,NO,LOW
518,EDUCATION,AFRICA,1087609,35,39,5001571,6,YES,MEDIUM
519,TELECOM,NORTH AMERICA,800243,25,28,4981351,2,YES,MEDIUM
520,AUTOMOTIVE,NORTH AMERICA,1313974,16,19,5047889,8,YES,MEDIUM
521,HEALTHCARE,AFRICA,774396,0,39,5035127,8,YES,MEDIUM
522,HEALTHCARE,AFRICA,1068711,30,23,5030742,3,YES,MEDIUM
523,OTHER,EUROPE,967866,25,38,5000400,7,NO,LOW
524,OTHER,ASIA,1353413,6,46,4929729,4,NO,LOW
525,EDUCATION,NORTH AMERICA,100958,3,11,4967145,5,YES,MEDIUM
526,AUTOMOTIVE,SOUTH AMERICA,246273,19,29,5092548,8,YES,HIGH
527,HEALTHCARE,ASIA,698049,45,23,5074161,0,YES,MEDIUM
528,HEALTHCARE,SOUTH AMERICA,1090931,15,43,4930413,9,NO,MEDIUM
529,OTHER,AFRICA,804435,35,24,4984118,4,NO,LOW
530,HEALTHCARE,EUROPE,1202253,45,45,5058354,4,YES,HIGH
531,HEALTHCARE,NORTH AMERICA,1138920,39,11,4975133,7,NO,MEDIUM
532,ECOMMERCE,ASIA,1408806,1,49,5018829,6,NO,LOW
533,HEALTHCARE,EUROPE,1412472,45,27,4998170,5,YES,HIGH
534,TELECOM,SOUTH AMERICA,392162,16,26,5051297,5,YES,HIGH
535,FINANCIAL SERVICES,NORTH AMERICA,476880,8,26,4917229,0,YES,MEDIUM
536,ECOMMERCE,ASIA,7991,8,1,4971561,1,NO,LOW
537,ECOMMERCE,EUROPE,1459355,16,2,4999343,7,YES,MEDIUM
538,AUTOMOTIVE,NORTH AMERICA,560223,9,3,4996063,8,YES,MEDIUM
539,AUTOMOTIVE,ASIA,1405180,27,14,4953165,3,NO,LOW
540,HEALTHCARE,ASIA,531980,29,15,4897674,9,NO,MEDIUM
541,TELECOM,AFRICA,808758,14,24,4936669,5,YES,MEDIUM
542,FINANCIAL SERVICES,EUROPE,254641,45,40,5035891,6,YES,HIGH
543,FINANCIAL SERVICES,EUROPE,478731,21,30,5097285,6,NO,MEDIUM
544,EDUCATION,EUROPE,1167236,17,37,5027431,1,YES,LOW
545,FINANCIAL SERVICES,AFRICA,837486,28,18,4972071,8,NO,LOW
546,FINANCIAL SERVICES,AFRICA,357672,26,4,4999799,8,YES,HIGH
547,EDUCATION,AFRICA,1519,24,18,4983798,6,NO,LOW
548,EDUCATION,NORTH AMERICA,213553,14,0,5012921,6,YES,HIGH
549,EDUCATION,NORTH AMERICA,1022695,47,19,4986509,2,YES,MEDIUM
550,ECOMMERCE,ASIA,1195061,31,0,4992949,3,YES,MEDIUM
551,AUTOMOTIVE,AFRICA,1478027,48,47,5119315,5,NO,LOW
552,EDUCATION,AFRICA,1411400,9,22,5025166,1,YES,LOW
553,EDUCATION,NORTH AMERICA,1387537,44,23,4990721,4,YES,MEDIUM
554,HEALTHCARE,EUROPE,1073212,12,25,4921455,9,YES,HIGH
555,TELECOM,NORTH AMERICA,513402,35,35,4926378,0,NO,MEDIUM
556,AUTOMOTIVE,AFRICA,519662,31,36,4983002,0,NO,LOW
557,ECOMMERCE,EUROPE,401440,47,24,5026200,5,NO,MEDIUM
558,FINANCIAL SERVICES,SOUTH AMERICA,785068,20,9,5028716,2,NO,MEDIUM
559,TELECOM,SOUTH AMERICA,384293,32,4,4962079,8,YES,HIGH
560,TELECOM,NORTH AMERICA,1274186,43,11,5082863,3,YES,HIGH
561,TELECOM,AFRICA,826820,30,14,5002418,9,YES,MEDIUM
562,AUTOMOTIVE,ASIA,1477155,25,15,5094010,0,YES,LOW
563,AUTOMOTIVE,NORTH AMERICA,363638,8,40,5070596,2,NO,LOW
564,FINANCIAL SERVICES,NORTH AMERICA,540128,24,27,4991045,7,YES,HIGH
565,EDUCATION,NORTH AMERICA,988053,34,39,5029317,2,YES,MEDIUM
566,HEALTHCARE,AFRICA,986183,21,38,5009665,3,YES,MEDIUM
567,FINANCIAL SERVICES,AFRICA,338102,22,19,5057211,6,YES,HIGH
568,AUTOMOTIVE,AFRICA,1245388,30,33,5085639,2,YES,LOW
569,ECOMMERCE,NORTH AMERICA,491892,39,24,4999536,2,YES,HIGH
570,TELECOM,EUROPE,1163001,41,6,4969129,3,YES,MEDIUM
571,AUTOMOTIVE,EUROPE,1402057,43,11,4964391,4,NO,LOW
572,AUTOMOTIVE,ASIA,137799,46,43,5027820,6,YES,HIGH
573,HEALTHCARE,ASIA,151208,38,3,4974654,0,NO,LOW
574,ECOMMERCE,AFRICA,576034,0,11,5051190,7,NO,LOW
575,AUTOMOTIVE,AFRICA,1269100,30,28,5056565,2,YES,LOW
576,AUTOMOTIVE,SOUTH AMERICA,1408310,31,0,5025814,8,YES,MEDIUM
577,TELECOM,AFRICA,804394,22,40,5004838,9,YES,MEDIUM
578,OTHER,EUROPE,476498,6,1,4939421,0,YES,MEDIUM
579,ECOMMERCE,SOUTH AMERICA,465726,22,27,4988012,8,YES,HIGH
580,FINANCIAL SERVICES,ASIA,360850,16,38,5055894,2,NO,LOW
581,OTHER,ASIA,252363,29,32,5025243,4,YES,MEDIUM
582,TELECOM,ASIA,612826,47,19,4915567,5,YES,HIGH
583,FINANCIAL SERVICES,SOUTH AMERICA,359109,47,5,4922652,7,YES,HIGH
584,EDUCATION,AFRICA,756803,46,7,5016146,7,NO,LOW
585,FINANCIAL SERVICES,SOUTH AMERICA,1300764,29,7,5120687,9,YES,HIGH
586,TELECOM,AFRICA,478351,5,40,5014254,8,YES,MEDIUM
587,AUTOMOTIVE,EUROPE,1091873,15,36,4962786,3,NO,LOW
588,ECOMMERCE,NORTH AMERICA,447533,41,45,5109724,9,YES,HIGH
589,AUTOMOTIVE,AFRICA,1138374,36,43,5048595,6,NO,LOW
590,OTHER,ASIA,1044252,0,43,4966216,4,NO,LOW
591,OTHER,ASIA,623822,0,35,4920214,2,NO,LOW
592,AUTOMOTIVE,SOUTH AMERICA,1139356,32,41,4978586,6,YES,MEDIUM
593,OTHER,EUROPE,443826,24,24,5025245,4,NO,LOW
594,HEALTHCARE,SOUTH AMERICA,392858,20,33,5034715,3,YES,HIGH
595,OTHER,EUROPE,1490014,49,22,4992006,4,NO,LOW
596,OTHER,NORTH AMERICA,336172,32,29,5015692,8,NO,MEDIUM
597,AUTOMOTIVE,EUROPE,261873,5,6,5026548,3,YES,MEDIUM
598,OTHER,SOUTH AMERICA,735003,2,23,4979068,7,NO,LOW
599,AUTOMOTIVE,NORTH AMERICA,182448,9,22,5045540,2,YES,MEDIUM
600,HEALTHCARE,SOUTH AMERICA,85829,29,9,4989848,5,NO,MEDIUM
601,TELECOM,SOUTH AMERICA,645484,47,17,5085838,3,NO,MEDIUM
602,ECOMMERCE,NORTH AMERICA,702261,41,33,5081345,9,YES,HIGH
603,OTHER,NORTH AMERICA,1422530,4,15,4955733,1,YES,LOW
604,ECOMMERCE,EUROPE,1375557,47,5,4994333,2,YES,MEDIUM
605,AUTOMOTIVE,EUROPE,43348,19,32,5039454,9,NO,MEDIUM
606,HEALTHCARE,SOUTH AMERICA,1431573,21,15,4983166,1,NO,LOW
607,HEALTHCARE,SOUTH AMERICA,305001,13,33,5000105,5,YES,HIGH
608,OTHER,AFRICA,905007,46,42,4969744,2,YES,MEDIUM
609,FINANCIAL SERVICES,ASIA,1350722,34,33,4937527,9,NO,MEDIUM
610,EDUCATION,AFRICA,1311823,37,20,4954660,2,YES,LOW
611,TELECOM,SOUTH AMERICA,53064,28,38,5100624,4,YES,HIGH
612,ECOMMERCE,AFRICA,66415,22,22,4971032,3,YES,MEDIUM
613,FINANCIAL SERVICES,NORTH AMERICA,821530,36,8,4976792,3,NO,MEDIUM
614,ECOMMERCE,ASIA,1403149,32,37,4903345,5,YES,MEDIUM
615,ECOMMERCE,NORTH AMERICA,979108,28,39,5024765,6,YES,HIGH
616,EDUCATION,EUROPE,544613,9,43,5031396,5,NO,LOW
617,HEALTHCARE,SOUTH AMERICA,329685,44,9,4989541,6,NO,HIGH
618,OTHER,SOUTH AMERICA,693654,18,34,5005536,7,NO,MEDIUM
619,ECOMMERCE,AFRICA,439549,49,28,4947025,7,NO,MEDIUM
620,FINANCIAL SERVICES,EUROPE,1155101,27,19,4979934,5,YES,HIGH
621,EDUCATION,EUROPE,341295,6,29,5051022,9,YES,MEDIUM
622,EDUCATION,ASIA,1414522,44,0,5012159,4,NO,LOW
623,OTHER,ASIA,1080097,2,7,4951394,8,NO,LOW
624,AUTOMOTIVE,ASIA,1224310,22,10,4987789,9,NO,LOW
625,EDUCATION,ASIA,83433,22,7,4983948,6,YES,MEDIUM
626,OTHER,AFRICA,287843,35,35,5097151,3,YES,MEDIUM
627,FINANCIAL SERVICES,EUROPE,1320172,9,3,5052897,9,YES,HIGH
628,HEALTHCARE,ASIA,50904,15,16,4954404,5,YES,HIGH
629,ECOMMERCE,ASIA,893963,36,41,4913777,6,NO,LOW
630,HEALTHCARE,SOUTH AMERICA,651289,20,31,4920361,3,YES,HIGH
631,AUTOMOTIVE,EUROPE,638828,30,11,5048744,7,NO,LOW
632,OTHER,AFRICA,1242769,35,11,5005260,4,YES,LOW
633,EDUCATION,ASIA,112043,21,33,5038228,1,YES,MEDIUM
634,OTHER,NORTH AMERICA,955519,8,13,5099931,6,NO,LOW
635,TELECOM,ASIA,441649,18,16,4991740,1,YES,MEDIUM
636,ECOMMERCE,AFRICA,505855,13,24,4885825,3,NO,LOW
637,HEALTHCARE,EUROPE,537301,18,33,4968630,2,NO,LOW
638,EDUCATION,AFRICA,524606,24,18,4980534,2,YES,LOW
639,HEALTHCARE,EUROPE,856458,5,41,4995976,5,NO,LOW
640,EDUCATION,AFRICA,962401,4,17,5018294,9,NO,LOW
641,OTHER,SOUTH AMERICA,51281,22,0,4933730,9,YES,HIGH
642,OTHER,NORTH AMERICA,747068,31,4,4974295,4,YES,HIGH
643,HEALTHCARE,AFRICA,307567,18,17,5044701,9,NO,MEDIUM
644,FINANCIAL SERVICES,EUROPE,1292444,7,4,4902652,1,NO,LOW
645,OTHER,AFRICA,703018,36,46,5043582,3,NO,LOW
646,TELECOM,ASIA,509391,27,30,4980168,1,NO,LOW
647,ECOMMERCE,SOUTH AMERICA,1313867,45,16,4987589,1,YES,MEDIUM
648,OTHER,EUROPE,797765,2,45,4978107,7,YES,MEDIUM
649,FINANCIAL SERVICES,AFRICA,606718,24,34,4976755,9,NO,MEDIUM
650,EDUCATION,NORTH AMERICA,886097,23,21,4975071,6,YES,MEDIUM
651,OTHER,ASIA,269757,37,38,4976332,3,YES,MEDIUM
652,FINANCIAL SERVICES,EUROPE,200922,37,34,5110685,7,NO,HIGH
653,AUTOMOTIVE,AFRICA,1418125,0,27,4880748,6,NO,LOW
654,OTHER,AFRICA,853422,37,9,5110641,0,NO,LOW
655,OTHER,NORTH AMERICA,1275574,5,24,5001674,7,YES,MEDIUM
656,HEALTHCARE,ASIA,1017882,0,46,5003243,2,NO,LOW
657,OTHER,EUROPE,850683,18,41,4976260,4,YES,MEDIUM
658,EDUCATION,NORTH AMERICA,831342,45,26,5028252,8,YES,HIGH
659,EDUCATION,ASIA,1108035,34,41,4942822,8,NO,LOW
660,ECOMMERCE,ASIA,725851,12,12,4934512,6,YES,MEDIUM
661,OTHER,EUROPE,254871,39,7,5036333,3,NO,MEDIUM
662,OTHER,NORTH AMERICA,952985,24,31,5111437,2,YES,MEDIUM
663,AUTOMOTIVE,AFRICA,1077972,48,22,5048879,6,YES,MEDIUM
664,HEALTHCARE,EUROPE,597192,6,12,5013554,6,NO,LOW
665,HEALTHCARE,AFRICA,1363635,43,22,4980995,9,YES,MEDIUM
666,TELECOM,AFRICA,978495,15,3,5065468,7,NO,LOW
667,FINANCIAL SERVICES,ASIA,1468777,45,39,5013309,0,YES,MEDIUM
668,HEALTHCARE,EUROPE,1433442,39,25,5055755,9,YES,HIGH
669,AUTOMOTIVE,AFRICA,1460418,7,36,4990468,8,YES,LOW
670,OTHER,EUROPE,1438613,11,38,4977759,2,NO,LOW
671,ECOMMERCE,AFRICA,292132,30,24,4948685,7,YES,MEDIUM
672,AUTOMOTIVE,ASIA,352521,6,19,4928965,9,NO,LOW
673,HEALTHCARE,EUROPE,981068,2,40,4996610,9,NO,LOW
674,AUTOMOTIVE,ASIA,327125,34,24,4974430,3,NO,LOW
675,EDUCATION,SOUTH AMERICA,437308,20,40,4980754,7,NO,MEDIUM
676,OTHER,AFRICA,1198449,34,29,4978378,3,YES,LOW
677,ECOMMERCE,NORTH AMERICA,1175140,19,6,5049129,4,NO,LOW
678,FINANCIAL SERVICES,ASIA,630103,15,19,4995351,1,NO,LOW
679,EDUCATION,EUROPE,469965,26,34,5063011,5,YES,MEDIUM
680,FINANCIAL SERVICES,AFRICA,265335,19,12,5028049,9,NO,MEDIUM
681,EDUCATION,SOUTH AMERICA,1279957,46,8,4893332,9,NO,MEDIUM
682,HEALTHCARE,AFRICA,577920,16,43,4954815,1,NO,LOW
683,FINANCIAL SERVICES,AFRICA,306091,11,43,5071032,2,NO,LOW
684,FINANCIAL SERVICES,EUROPE,879826,20,47,5025702,3,NO,LOW
685,ECOMMERCE,SOUTH AMERICA,720895,0,26,4972790,5,NO,LOW
686,OTHER,NORTH AMERICA,1326006,38,47,5021346,5,YES,MEDIUM
687,ECOMMERCE,EUROPE,1157550,49,46,4970307,5,YES,HIGH
688,TELECOM,EUROPE,649158,20,43,4966516,5,YES,HIGH
689,AUTOMOTIVE,EUROPE,511967,23,31,5075699,6,NO,LOW
690,TELECOM,EUROPE,1184635,16,20,4953437,8,NO,LOW
691,ECOMMERCE,SOUTH AMERICA,630719,19,13,4974669,3,NO,LOW
692,HEALTHCARE,SOUTH AMERICA,779752,39,28,4993551,5,YES,HIGH
693,AUTOMOTIVE,SOUTH AMERICA,215324,36,30,4981091,9,YES,HIGH
694,AUTOMOTIVE,SOUTH AMERICA,1298542,45,39,5070220,9,YES,HIGH
695,ECOMMERCE,NORTH AMERICA,616623,45,7,4963500,3,YES,HIGH
696,AUTOMOTIVE,EUROPE,175245,44,22,4925698,9,NO,MEDIUM
